text,class
"En el fondo del lago, el punto más alejado del Huechulafquen, existe un pequeño puerto, que recibe una embarcación que parte de aquel lago, y que recorre el Epulafquen en toda su extensión. Este es un viaje turístico, que parte diariamente en verano, y que permite apreciar el paisaje y el denso bosque andino patagónico que lo rodea. En ciertas zonas, el bosque se hace especialmente denso y enmarañado, formando la llamada ""selva valdiviana"".
",spa
"Johann Hintner (* 10. November 1834 in Gsies-Pichl, Südtirol; † 15. Februar 1892 in Bozen, Südtirol) war ein Maler.Der Vater war Bauer. Ein Vorfahre, der Gschwendt-Wirt Simon Hintner, hatte 1691 ein Wappen verliehen bekommen. Johanns Bruder Michael Hintner wurde Zimmermann und Bildhauer.Er war Schüler von Johann von Schraudolph in München. Im Oktober 1870 schrieb er sich in die Antikenklasse an der Münchener Akademie der bildenden Künste ein. Später war er in Bozen ansässig. Als Vertreter der spätnazarenischen Schule malte er Altarblätter, Bildnisse und Genreszenen.
",deu
"Das Verhältnis zum Kölner Erzbischof und Kurfürsten war in der Regel gut. Dafür sorgte insbesondere Dietrichs Bruder als Landdrost des kölnischen Herzogtums Westfalen. Eine Ausnahme machte die Zeit des zum Protestantismus übergetretenen Erzbischof Gebhard I. von Waldburg.
",deu
"1995: No dr Yynahm vu dr vum niderländische Bataillon iberwachte UN-Schutzzone dur bosnisch-serbischi Druppe unter em Ratko Mladić im Bosniechrieg fangt s mehdägig Massaker vu Srebrenica aa, s schwärscht Chriegsverbräche z Europa syt em Zweete Wätlchrieg.
",als
"Frederik V is op 14 Januarie 1766 dood en net weke voor sy 17de verjaardag is Christiaan aangewys as koning. Sy geestesongesteldheid het egter regeringsbesluite beïnvloed en sy dokter was veral bekommerd oor sy oormatige masturbasie.
",afr
"Toe hulle die ""welsyn, eenvoud en nederigheid"" (Hudleston, 1953) in broer Juniperus se hart sien, het hulle hom vergewe en die res van die vark aan die broers gegee.
",afr
"Die seremonie het gemengde reaksie onder resensente uitgelok. Baie het dit beskou as flou en oninteressant en die vertraging in die uitsending is ook gekritiseer. Ander publikasies was positiewer en het veral Crystal se aanbieding geprys.
",afr
"Ciertas discapacidades físicas aumentan la probabilidad de matrimonios arreglados, incluso forzados, en algunas partes del mundo.[44]​[65]​ Okonjo dice que una discapacidad física en una novia, y más aún, en un novio es una de las razones por el arreglo temprano de matrimonios en Nigeria.[66]​
",spa
"En la FA Cup 2016-17 el Sutton logró llegar a los octavos de final de dicha competición por primera vez en su historia, y enfrentará nada más y nada menos que al Arsenal.
",spa
"1491 vermählte sich Vratislav, vermutlich mit Vermittlung Wilhelms, mit Ludmilla/Lidmilla, einer Tochter des 1489/90 verstorbenen Jan Heralt von Kunstadt und der Elisabeth (Johanna?) von Krawarn. Obwohl Ludmilla zwei Jahre später starb, erbte er 1495 von seiner mittlerweile ebenfalls verstorbenen Schwiegermutter Schloss und Herrschaft Blumenau sowie Proßnitz. An dem Erbe konnte er sich nicht lange erfreuen. Er starb bereits ein Jahr später im Alter von nur 33 Jahren. Da er keine Nachkommen hinterließ und von seinen Brüdern nur noch Wilhelm lebte, gelangten Vratislavs hinterlassene Besitzungen an diesen.
",deu
"En la actualidad hay cuatro puentes que unen la Isla con la península: el del ferrocarril, el puente de la Carraca, la autovía del Sur (A-4, E5) y el puente Zuazo (CA-33); los dos primeros son paralelos y los dos últimos separados por escasos metros. El puente Zuazo fue destruido durante el sitio francés. El puente original era romano y servía de paso del caño a la calzada romana que comunicaba Cádiz con Roma. Esta vieja calzada aún es visible en algunos puntos entre San Fernando y Puerto Real (en paralelo al actual recorrido de la Nacional IV en su borde derecho dirección a Madrid).
",spa
"Fragmente van die gedig Powieść Wajdeloty (""Die verhaal van Wajdelota"") is net soos Alpuhara op die langeduur as literêre werke in eie reg beskou en maak steeds deel uit van die lewende poëtiese tradisie – hulle behoort onder meer tot die gewildste werke van deelnemers by literêre voordragwedstryde.
",afr
"In 1989 kry hy 'n AA Vita-toekenning as uitstaande Suid-Afrikaanse dramaturg en in 1992 verwerf hy die Piers Nicholson-toekenning vir uitstaande bydrae tot die ontwikkeling van die teater in die Vrystaat. In 2001, 2003, 2004 en 2005 is hy benoem vir die Piers Nicholson-toekenning. In al hierdie jare, behalwe 2005, word hy as die naaswenner aangewys. In 2004 word hy aangewys as die Volksblad-Kunstefees se feeskunstenaar van die jaar.
",afr
"Fue docente de varias disciplinas musicales en la Escuela Normal de Música de Montevideo, fundada por Aurora y Sarah Bourdillon. Dictó clases de violín, viola, armonía, contrapunto, fuga, sintaxis musical, composición e interpretación. En los cursos de especialización de esta escuela estudiaron importantes músicos de varios países. Impartió cursos en Brasil, Estados Unidos, Alemania, Austria, España e Italia.
",spa
"El departamento de Caldas cuenta con 27 municipios organizados territorialmente en seis subregiones, 34 corregimientos y 13 inspecciones de policía, además de numerosos caseríos y sitios poblados, los siguientes son los municipios del departamento:[12]​
",spa
"Der Pfarrer Elijah Craig und weitere kirchliche Angehörigen aus Virginia waren Ende 1785 die ersten Bewohner Georgetowns. Die Stadt ist benannt nach George Washington. Am 16. Dezember 1790 wurde die Ortschaft als Stadt eingetragen. Craig gründete eine Fabrik, die für die Tuch- und Papierherstellung zuständig war. 1789 gründete er dann in der Stadt eine Destillerie sowie eine klassische Schule, welche die Basis für das Georgetown College bildete.
",deu
"Das vor über einhundert Jahren vollendete Stammstrecken-Netz der HzL ist bis heute in Betrieb. Personenverkehr findet zwischen Hechingen und Sigmaringen, an Samstagen, Sonntagen und Feiertagen auch nach Eyach statt, während er auf dem übrigen Netz in den Jahren 1968 bis 1973 abschnittweise, heute an Werktagen, auf Busbedienung umgestellt wurde:
",deu
"Im Bezugssüsteem vo de negative Ladige, wo sich bewege, wirkt die gliichi Chraft, nume muess mä sä ganz andersch erklääre. Es cha kä Lorentzchraft si, wil d Gschwindigkäit vo dr Probeladig, wo in däm Bezugssüstem au in Rue isch, Null isch. S positiv gladnige Grundmaterial vom Droot bewegt sich aber und gseet verchürzt us wäge dr Lorentzkontrakzion. Dorum het s e gröösseri Ladigsdichdi, wääred d Elektrone im Droot in däm Bezugssüsteem in Rue si und dorum die gliichi Ladigsdichdi häi wie in dr Situazioon am Aafang. Die ganzi Ladigsdichdi im Droot zäigt also en Überschuss vo positiver Ladig. Er wirkt as elektrostatischi Chraft uf d Probeladig, wo in Rue isch, wo sä radial zum Droot aane ziet. Eso wird d Situazioon im bewegte Bezugssüsteem beschriibe.
",als
"1995 UP57 está situado a una distancia media del Sol de 2,575 ua, pudiendo alejarse hasta 2,737 ua y acercarse hasta 2,413 ua. Su excentricidad es 0,062 y la inclinación orbital 4,405 grados. Emplea 1509,82 días en completar una órbita alrededor del Sol.
",spa
"Biasca (dytsch veraltet Abläsch, Ablentschen oder Ablentsch) isch e Gmai im Kanton Tessin in dr Schwyz. Si ghert zum Chrais (circolo) Riviera im Bezirk Riviera.
",als
"Aunque no se confirmó nada al respecto, este episodio podría tener un pequeño Crossover con la quinta temporada y sexta de Buffy, al presentar a Ángel sufriendo por la muerte de Buffy y creyendo que es un hecho permanente.
",spa
"Die Nasionale Krugerwildtuin en Krugersdorp is na hom genoem, sowel as die Krugerrandmuntstuk. 'n Standbeeld van hom staan op Kerkplein in Pretoria en 'n borsbeeld merk die Krugerhek van die Nasionale Krugerwildtuin. Talle strate in Suid-Afrika, 53 strate in Nederland en 6 in Vlaandere (5 in Antwerpen en een in Blankenberge) is na hom genoem.
",afr
"Die Groen Berge word as 'n deel van die Appalagge beskou, 'n uitgestrekte gebergte, wat van Nieu-Engeland in die noorde tot by die deelstaat Georgia in die suide strek. Ander nabygeleë bergreekse sluit die Wit Berge (White Mountains) van New Hampshire in die ooste en die Berkshires-reeks van Massachusetts in die suide in. In die weste, anderkant die Champlainvallei en die Champlainmeer, lê die Adirondack-gebergte van New York, wat in geologiese opsig deel uitmaak van die Kanadese Skild.
",afr
"Vo de 1960er Joor aa het mä e Däilüberbauig vom Bäimlihoofareal blaant. D Lüt häi druf am Aafang vo de 1970er Joor en Iniziative „Dr Böimlihoof blibt grüen“ gstartet und in ere Abstimmig im Kanton Baasel-Stadt isch denn e Groossüberbauig abgleent worde. In ere andere Volksabstimmig isch dr Kanton 1983 verpflichtet worde, s Böimlihoofareal z kaufe und nume für naturschützerischi Zwägg z nutze. Wo d Kantonsregierig versproche het as s Gländ bis mindestens 2012 nid überbaut wurd, isch d Volksiniziative im Joor 2000 zruggzoge worde.
",als
"Bei der klassischen Philatelie beschäftigt man sich näher mit den Briefmarkenausgaben einzelner Staaten oder begrenzter Zeiträume (zum Beispiel Weimarer Republik oder Westberlin) in einem der beiden Erhaltungsformen „gestempelt“ oder „postfrisch“ (früher alternativ: mit Falz). Früher wurde angestrebt das betreffende Gebiet komplett zu machen insbesondere bei Vordruckalben, heute wird häufig auf Vollständigkeit weniger Wert gelegt, in diesem Fall ist das Ziel möglichst viele Sammelstücke in qualitativ hochwertige Erhaltung zusammenzutragen, und Lücken nicht mit minderwertigeren Exemplaren zu füllen.
",deu
"Leun liegt an der Bundesstraße 49. Nach Norden besteht über Ehringshausen Anschluss an die Bundesautobahn 45. Auf Leuner Gebiet befinden sich die beiden Bahnhöfe „Leun/Braunfels“ (im Ortsteil Lahnbahnhof) und „Stockhausen“ an der Lahntalbahn Gießen – Limburg an der Lahn – Koblenz.
",deu
"Mit der Reformation ging die Auflösung des Grünhainer Klosters im Jahr 1536 einher. Politisch wurden Bärenstein und Kühberg dem neu gegründeten Amt Schlettau zugeteilt, welches kurze Zeit darauf mit dem Amt Grünhain vereinigt wurde. Nachdem der Ort mit dem Amt Schlettau im Zuge der Wittenberger Kapitulation im Jahr 1547 zum albertinischen Kurfürstentum Sachsen kam, wurde Bärenstein mit der zu ihm gehörigen Siedlung Kühberg im Jahr 1548 zu einem Ratsdorf von Annaberg. Die Landbrücke, welche später als „Böhmische Brücke“ oder „Grenzbrücke“ bekannt war, wurde im Jahr 1557 über den Pöhlbach am unteren Ortsende von Kühberg gebaut. Sie bestand bis 1945. Zu dieser Zeit blühte der Bergbau zu beiden Seiten des Pöhlbachs, wodurch sich zahlreiche Bergleute ansiedelten. Gruben am Raumberg bei Kühberg trugen u. a. die Namen „Blaue Maus“ und „Berghäusel Bärenstein“.Zwischen 1564 und 1566 entstand der Annaberger Floßgraben zur Heranführung großer Mengen von Brenn-, Gruben-, Hütten- und Bauholz sowie von zusätzlichem Aufschlag-, Brauch- und Trinkwasser für die Bergstadt Annaberg. Der elf Kilometer lange Graben begann an der Flurgrenze von Bärenstein mit der erst im 17. Jahrhundert entstandenen Siedlung Stahlberg. Dann verlief er bis zum Standort des heutigen Bahnhofs Bärenstein entlang der heutigen Eisenbahnstrecke über den ehemaligen Haltepunkt Kühberg in der Ortsmitte und weiter in Richtung Königswalde oberer Bahnhof. Der Graben war bis zur Aufgabe der Flößerei im Jahr 1844 in Betrieb.
",deu
"Bei Kriegsbeginn wurde Joseph Hackin zunächst im Range eines Capitains, dann eines Commandants (Stabsoffizier im Majorsrang) in der französischen Gesandtschaft Kabul reaktiviert und als Verbindungsoffizier dem mediterranen Operationsgebiet (General Weygand) zugewiesen. Ein Angebot Marschall Pétains, in den diplomatischen Dienst Vichy-Frankreichs zu treten und die Leitung der Gesandtschaft in Afghanistan zu übernehmen, lehnte er ab. Am 6. Juli 1940 telegrafierte er General de Gaulle und trat den Freien Französischen Streitkräften (FFL) bei. Er folgte so dem berühmten Appell de Gaulles vom 18. Juni 1940 sowie der Anerkennung des Generals als Führer des „Freien Frankreich“ („France Libre“) durch Winston Churchill vom 28. Juni 1940. Gemeinsam mit seiner Frau traf er über Bombay und den Seeweg im Oktober 1940 in London ein. Im Hauptquartier General de Gaulles und der FFL in Carlton Gardens Nr. 4 wurde er mit der Aufgabe betraut, die verschiedenen Komitees von France Libre weltweit zu koordinieren und ihnen Informationen und Direktiven zu geben. Am 14. Dezember 1940 sprach er über BBC, um die Franzosen zum Widerstand zu ermutigen. Seine Frau Marie trat dem Corps des Voluntaires Françaises im Range eines Sous-Lieutenant bei.
",deu
"Zum Betrieb auf dem Ausschreibungsnetz 12 „RB Ulmer Stern“ ab Juni 2019 wird die HzL Dieseltriebwagen des Typs LINT 54 einsetzen. Dieser Fahrzeugtyp wird damit erstmals in Baden-Württemberg eingesetzt. Die Fahrzeuge werden eine Einstiegshöhe von 55 Zentimeter haben. Außerdem werden in jedem Fahrzeug 18 Fahrradstellplätze vorhanden sein.
",deu
"Die relatiwistische Kwantefäldtheorie si as Standardmodäll vo dr Elementardäilifüsik s Ruggegroot vo dr hütige Füsik vo de chliinste Däili. Was s Standardmodäll vorussäit, cha mit de Däilibeschlüüniger mit hoocher Brezision gmässe wärde, und d Veräinigung vo dr spezielle Relatiwidäätstheorii und dr Kwantetheorii ghöört dorum zu de Theorie vo dr modärne Füsik, wo am strängste kontrolliert wärde.
",als
"Oordraagbaarheid - 'n Ontwerpsdoelwit van die .NET Framework is om neutraal ten opsigte van sy platform te wees en dus kruisplatform versoenbaar te wees. Dit wil sê die program wat geskryf is om die raamwerk te gebruik behoort op enige stelsel te kan werk waar die raamwerk geïmplementeer is. Microsoft se kommersiële implementerings van dié raamwerk dek tans Windows, Windows CE en die Xbox 360. Microsoft lê ook die spesifikasies vir die Common Language Infrastructure (wat die kern klasversameling, Common Type System en die Common Intermediate Language insluit) asook die C# en die C++/CLI rekenaartale aan beide ECMA en die ISO voor, wat hulle as oop standaarde beskikbaar maak. Dit maak dit dus moontlik vir derde partye om versoenbare implementerings van die raamwerk en sy tale op ander platforms te ontwikkel.
",afr
"Verteidigungsausschuss als 1. Untersuchungsausschuss gem. Art. 45a Absatz 2 Grundgesetz ""rechtsextremistischen Vorkommnissen an der Führungsakademie der Bundeswehr in Hamburg und an anderen Standorten der Bundeswehr"" (1998)
",deu
"Was „wie vil“ genau bedütet, isch nit driwial. Mäistens isch drmit d Konzentrazioon vom ene Stoff gmäint, also zum Bischbil wie vil mol Coffein es im e Liter Kaffi het.
",als
"Albei bronriviere van die Ob, die Katoen en die Bija, ontspring in die Altai-gebergte. Van die stad Bijsk vloei die twee saam as die Ob, wat by Chanti-Mansijsk met die Irtisj saamvloei en daarna nog 1 162 km aflê na die Obboezem, die riviermonding aan die Kara-see, waarin hulle uitmond. Afgesien van die Irtisj is die belangrikste sytakke die Tom-, Tsjoelim-, Ket- Tim- en Wach-rivier. Nowosibirsk is die grootste stad aan die Ob. In die Siberiese Laagvlakte is Soergoet en Salechard die vernaamste stede.
",afr
"Varias organizaciones internacionales, como la UNICEF, han hecho campaña por leyes para prohibir los matrimonios arreglados en niños, así como los matrimonios arreglados forzados.[115]​ El literal b del artículo 16 de la Convención sobre la Eliminación de todas las Formas de Discriminación contra la Mujer (The Convention on the Elimination of All Forms of Discrimination Against Women, CEDAW) que cubren el matrimonio y la ley de las familias, prohíbe los matrimonios arreglados.[116]​[117]​
",spa
"Auch in Allendorf wird bei den Novemberpogromen 1938 die Synagoge zerstört und das Inventar am folgenden Tag auf dem Festplatz verbrannt. Mit der Deportation der letzten 21 Mitbürger jüdischen Glaubens in die Vernichtungslager erreicht das dunkelste Kapitel deutscher Geschichte für Allendorf seinen traurigen Höhepunkt. Allendorf hat im Zweiten Weltkrieg 85 Gefallene und 56 Vermisste zu beklagen.
",deu
"behauptete von sich selbst, der erste Philatelist der Welt gewesen zu sein, da er bereits Marken gesammelt habe, bevor es überhaupt Briefmarken gab, nämlich Steuer- und Stempelmarken aller Art. Gleich am 6. Mai 1840, dem Tag der Einführung der ersten Briefmarken weltweit in Großbritannien, kaufte er sich mehrere Exemplare dieser Marken in der Absicht, sie nicht zu verbrauchen, sondern aufzubewahren.
",deu
"Die große Arena hat beim Eishockey eine Zuschauerkapazität von 7.012 Zuschauern; die sich beim Basketball auf 7.700 Plätze steigern lässt. Die kleinere Eishalle bietet 1.900 Zuschauern Platz. Zum Sportkomplex gehören neben der großen Arena und der kleineren Eishalle eine weitere Eisbahn für Publikumslauf und Training sowie verschiedene technische Gebäudeteile.
",deu
"Carl Bernstein: Portrait of the Candidate as a Young Climber (""Washington Post"", 3. Juni 2007 - Uuszug us em Bernstein siim Buech A Woman in Charge: The Life of Hillary Rodham Clinton)
",als
"Edílson Mendes Guimarães, genannt Edílson, (* 27. Juli 1986 in Nova Esperança) ist ein brasilianischer Fußballspieler. Der Rechtsfüßer wird als rechter oder linker Abwehrspieler eingesetzt.
",deu
"“En 1929 en Gerli en una capilla católica de la Compañía de San Pablo (hoy es la parroquia San José de los Obreros) el Ingeniero Armando Fischer abre un Grupo Scout que dura hasta fines de 1930. Pero no se desalienta y el 7 de diciembre de 1933 con 12 chicos abre el Grupo Scout ""Cardenal Ferrari"" en la calle Belgrano 2600 de Capital junto a Julia Hechart, José María Supino, Alfonso Rafaelli y el padre José Guerini. Al poco tiempo regresan al lugar original en Gerli”.[7]​
",spa
"Im Hafes si Vater Baha-ud-Din isch gstorbe, wo dr Hafis non e Chind gsi isch. Dr Bueb isch eso beiidruckt gsi drvoo, wie si Vater dr Koran rezitiert het, und er het en afo uswändig leere und het s ganze Buech mit achti uswändig chönne - spööter het er für daas denn dr Eereditel Hafis überchoo. Er isch woorschiinlig uf e Madrese uf d Schuel gange.
",als
"Optiese vesel word veral gebruik vir kommunikasie, aangesien dit ’n groot bandwydte kan hanteer. Bandwydte word in bisse per sekonde of bis/s gemeet. Hedendaagse bandwydtes van 40 Gbis/s is alledaags, en 1 Tbis/s is op die horison. Optiese vesel het koperkabels vervang vir ’n paar redes. Eerstens kan optiese vesel seine met minder verlies gelei — dus verder reik; en tweedens is dit immuun teen elektromagnetiese steurings.
",afr
"Neben den neuen Hilfsmitteln für den Philatelisten entstanden auch immer mehr Briefmarkenvereine und Veranstaltungen speziell für den Philatelisten. Bereits aus dem Jahre 1856 sind Treffen von Philatelisten in den Vereinigten Staaten bekannt. Im Jahre 1866 kam es zur offiziellen Gründung des ersten Briefmarkenvereines der Welt. Es handelt sich dabei um die Excelsior Stamp Association in den Vereinigten Staaten. Zwei Jahre später, im August 1869, kam es auch in Deutschland zur Gründung der ersten Briefmarkenvereine. Der erste deutsche Briefmarkensammlerverein, der Süddeutsche Philatelisten-Verein, wurde in Heidelberg gegründet. Es folgten in den nächsten drei Jahren Dresden, Berlin und Hamburg nach.
",deu
"Recherche Bay war ziemlich abgelegen von den Hauptsiedlungsgebieten der Europäer auf Tasmanien und durch seine geographische Lage den östlichen Stürmen ausgesetzt. Das schwierige Gelände und die Beschaffenheit des Bodens hielten die Europäer von Landwirtschaft ab. Daher wurde die Gegend um Recherche Bay von der britischen Besiedelung von Van Diemens Land nur wenig berührt. Während der 1830er und 1840er Jahre wurde eine Walfängerstation etabliert (wie auch im weiter nördlich und auch geschützt liegenden Port Esperance). Auch befand sich in Recherche Bay eine Lotsenstation, deren Lotsen die Schiffe den D'Entrecasteaux Channel hinauf und nach Hobart brachten. Walfänger kamen auch später sporadisch in die Bucht, um Wale zu verarbeiten, wobei zwei Schiffe, die Maria Orr im Jahre 1846 und die Offley im Jahre 1880 von Stürmen in der Bucht zerstört wurden. Die kommerzielle Hauptaktivität in den späten 1800er Jahren und den 1990er Jahren war die Holzwirtschaft, hauptsächlich um die Ortschaft Leprena, und Kohlenbergbau hauptsächlich um die Ortschaft Catamaran. Die Catamaran Coal Company benutzte die frühere Bark James Craig als Kohlenhulk in diesem Gebiet.
",deu
"El Lago Epulafquen es un lago ubicado en la departamento Huiliches de la provincia del Neuquén, Argentina, en plena Cordillera de los Andes. Está separado del Lago Huechulafquen, del cual es tributario, por un corto estrecho. De modo que es más un brazo de este gran lago que un lago en sí mismo, aunque la tradición le asigna el nombre de lago. Su nombre significa, en mapudungun, ""dos lagos"", o cual refuerza la discusión sobre si es un lago o un brazo.
",spa
"Pueden funcionar como complemento directo unidades de carácter nominal: sustantivos, pronombres en caso acusativo, sintagmas nominales, oraciones subordinadas sustantivas y estructuras coordinadas cuyos miembros sean alguna de las unidades anteriores.
",spa
"Rómulo asesinó a Remo > ""Rómulo lo asesinó"" o ""Rómulo le asesinó"" (Ante la disyuntiva conviene transformar la oración inicial en voz pasiva)
",spa
"Am 20. September 1960 werden Allendorf durch einen Erlass der hessischen Landesregierung die Stadtrechte wieder förmlich zuerkannt. Zwischenzeitlich (seit 1937) waren die Stadtrechte ausgesetzt gewesen.
",deu
"En poco tiempo desde Milán la comunidad se extiende a Venecia, después a Génova hasta alcanzar un ámbito internacional con la presencia en París, Jerusalén, Buenos Aires, Montevideo , Santiago de Chile y Washington. El 30 de junio de 1950 la compañía de San Pablo obtiene del papa Pio XII el reconocimiento canónico de instituto secular de derecho pontificio.
",spa
"D Stadt Emmedinge glideret sich in die sex Stadtdeile Emmedinge-Kernstadt, Kollmarsritti, Maleck, Mundinge, Wasser un Winderitti. Mit dr Usnahm vu dr Gmarkige vu dr Kernstadt, Winderitti un Kollmarsritti entspricht dr Bann vu dr Deilorte sällem vu dr früeher selbständige Gmeinde.
",als
"Uittreksels uit die boek is gelees tydens seremonies om afgestorwenes in die hiernamaals te lei en beskerm. Die emosionele uitspreek van die woorde het die towerspreuk doeltreffender gemaak en terselfdertyd die mense se geloof versterk in die leering van die opwekking van die dooies. Volgens die Egiptiese mitologie het die towerspreuke afgestorwenes geleer hoe om in die Doeat (onderwêreld) asem te haal. Van die rituele tekste is ontleen aan ander, ouer geskrifte soos die Boek van die Dooies en rituele soos die Mondopeningseremonie.
",afr
"Die Sammlung des Reichspostmuseums in Berlin zählt zu den größten und bedeutungsvollsten der Welt, obwohl während der Weltkriege und der Nachkriegszeit große Verluste entstanden. Die Sammlung musste mehrmals umziehen, da der ursprüngliche Aufbewahrungsort in der Leipziger Straße im Zweiten Weltkrieg schwer getroffen wurde.
",deu
"Im Einstein sim iibildete Bahnhof git s au e Spiilsalon mit Biliarddisch. Grad wo dr Zug verbiifaart, bassiert uf eme Disch öbbis, wo dr Beobachder am Gläis eso beschribt: Zwäi Biliardchuugele, wo bäide die gliichi absoluti Gschwindigkäit häi wie dr Zug, beweege sich sänkrächt zum Gläis ufenander zue, butsche vollkomme elastisch zämme, und zwar eso, ass si sich noch em Stooss parallel zum Gläis beweege, die roti in dr Richdig, wo dr Zug faart (und eso in däm sim Bezugssüsteem in Rue isch), die blaui in dr andere Richdig.
",als
"Brüggle (amtlich Brügglen) isch e Iiwohnergmein im Bezirk Buecheggberg im Kanton Soledurn, Schwiiz gsii. Am 1. Jänner 2014 het si mit de Gmeinde Ätikofe, Ätige, Bibere, Chibberg-Buechi, Chüttigkofe, Gossliwiu, Hessigkofe, Mülidorf u Schäppech zur noie Gmeind Buechegg fusioniert.
",als
"Nicoletta (11 de abril de 1944 en Thonon-les-Bains como Nicole Fernande Grisoni-Chappuis) es una cantante francesa. Celebró su mayores éxitos de los años 60 y principios de los 70 con canciones como La musique (1967), il est mort le soleil (1968), Ma vie C'est un picadero (1969), Mamy Blue (1971), Fio Maravilla (1973) y Gloria Aleluya (1974).
",spa
"Die stadsgebied van Ratingen met 'n oppervlakte van 88,74 km² grens in die suide en weste aan Düsseldorf, in die noorde aan Duisburg, Mülheim an der Ruhr en Essen en in die ooste aan Heiligenhaus, Wülfrath en Mettmann. Mettmann is die administratiewe setel van die gelyknamige distrik waarvan Ratingen deel uitmaak.
",afr
"Der erste Unabhängigkeitstagsempfang fand 1919 statt und war eine kleine Veranstaltung mit 150 Gästen. Noch bis Mitte der 1930er Jahre war eine solche Feier nicht etabliert, weshalb in manchen Jahren wegen anderer Ereignisse – wie zum Beispiel des 70. Geburtstags des damaligen Präsidenten P.E. Svinhuvud – gar nicht gefeiert wurde. Während der Kriegsjahre zwischen 1940 und 1945 fand ebenfalls kein Unabhängigkeitstagsempfang statt. Der nach dem Krieg amtierende Präsident Juho Paasikivi trug zur Wiederbelebung der Tradition bei und sie erhielt für das Volk eine neue Bedeutung.Heutzutage werden rund 1800 Gäste eingeladen, darunter die Mitglieder des Staatsrats, die Mitglieder von Regierung und Parlaments, ausländische Diplomaten, die Bischöfe, die finnischen Abgeordneten des Europäischen Parlaments, die Kanzler und Direktoren der Universitäten, die Offiziere, die Landeshauptleute, die obersten Beamten der Rechtsprechung, und die ehemaligen Präsidenten, Ministerpräsidenten und Parlamentspräsidenten. Seit den letzten Jahrzehnten wird die Einladung auch an wichtige einflussreiche Personen des Wirtschaftslebens und der Kultur sowie an erfolgreiche Sportler und Künstler des Jahres geschickt. Weltbekannte Gäste waren in den vergangenen Jahren unter anderem der The Rasmus-Sänger Lauri Ylönen und Rennfahrer Kimi Räikkönen. Von den 1990er Jahren bis 2006 standen außerhalb des Präsidentenpalastes sogenannte „Zaungäste“ als Protestierende.
",deu
"Nederland is nog 'n baie sektariese land en talle van mense beland in gemeenskappe wat 'n ander geloof en 'n ander dialek het of uit 'n dorpie in die groot stad. Vir mense van byvoorbeeld Schouwen kan dit ook lank duur. Die laaste dyk op di'e eiland is pas nege maande later gedig en die eb en vloed wat tweemaal per dag die eiland bereik het alles weggevee.
",afr
"Botanischer Theil: 1. Band (mehr nicht erschienen): Sporenpflanzen: A. Grunow, Algae; A. von Krempelhuber, Lichenes; H. W. Reichardt, Fungi, Hepaticae et Musci Frondosi; G. Mettenius, Cryptogamae Vasculares; Julius Milde, Ophioglosseae und Equisetaceae. Wien 1870
",deu
"Es el comandante humano del CDF, veterano de la guerra contra el General. Es bajo y fornido, con bigote y gafas de sol; además, debido a haber perdido un brazo en la guerra, se ve obligado a usar un brazo cibernético a partir del codo derecho. Gibson es serio y desconfiado, pero posee gran experiencia en el combate de campo, y se preocupa por sus hombres, ordenando que se retiren en caso de no poder afrontar operaciones de riesgo muy elevado.
",spa
"Después de 40 años, sólo se volvieron a procesionar las antiguas hermandades de nuestro Padre Jesús Nazareno, la Pontifícia i Reial Germandat del Crist de la Concòrdia (la Pontificia y Real Hermandad del Cristo de la Concordia) y los Granaderos de Santa María del Mar, en la cual se añadió una nueva hermandad: la de Jesús de Medinaceli.
",spa
"Cuenta con minas de mercurio y antimonio, alambre y caolines, pero más importante todavía, el oro que ha sido históricamente explotado en el departamento se reconoce sobre todo a Marmato por ser el lugar de explotación de oro más antiguo del país y ser un atractivo turístico de este municipio.
",spa
"Die graf is gebou op ’n heuwel met ’n uitsig oor die stad. In die middel was ’n steenplatform met die graf bo-op. ’n Trap met klipleeus aan die kante het gelei na die bokant van die platform, waar baie standbeelde van gode en godinne op die buitemure gestaan het. Op elke hoek het klipsoldate op perde die graf bewaak.
",afr
"Der Allerheiligengraben ist ein Seitental des Pölstals und trennt die Gemeinden Pöls-Oberkurzheim und Fohnsdorf. Dessen östliches Seitental – der Steinmetzgraben – gehört zu Fohnsdorf. Der den Allerheiligengraben durchfließende Allerheiligenbach mündet bei Paßhammer in den Pölsbach. Im Süden des Grabens, am Talausgang, liegt die namengebende Ortschaft Allerheiligen. Den Graben umgeben Berge – auf der östlichen Seite die Dirnbergerhöhe, die Prennhöhe, der Zechnerriedel, die Strasswaldhöhe, die Eisenbacherhöhe, das Gaaleck, die Gaaler Höhe, der Waldkogel, der Schlapfkogel, der Vormacherberg und auf der westlichen Seite der Geierkogel, das Geigereck und der Bärenkogel. Der Ausgang des Tals liegt auf 776 Meter und die Quelle des Allerheiligenbachs auf 1258 Meter Höhe über dem Meeresspiegel.
",deu
"Bi dr Volchszellig 2000 heint vannu Iwonru 86,4 % Franzeesisch als Höiptspraach aagigää, 2,5 % Titsch, 3,3 % Talienisch und 7,8 % anneri Spraache.
",als
"S Wappe vo 1946 isch in dr undere Helfti blau und obedra zeigts e rote Stärn uff goldigem Grund. Es isch s'Siigel vo de Edelchnächt vo Zielemp, wo in dr Mitti vom 14. Joorhundert Güeter z'Ormalinge bsässe hei.
",als
